Which of the following best explains why the Sun appears to move across the sky every day?	0	1.2	1.7999999999999998	0.3	0.8999999999999999
Which of the following best explains why the Sun appears to move across the sky every day?	1	0.6	0.0	0.0	1.2
Which of the following best explains why the Sun appears to move across the sky every day?	2	0.6	0.0	0.0	1.2
Which of the following best explains why the Sun appears to move across the sky every day?	3	0.0	0.0	0.0	1.8
Which of the following best explains why the Sun appears to move across the sky every day?	4	0.0	0.0	0.0	1.8
Which of the following best explains why the Sun appears to move across the sky every day?	5	0.6	0.991088907978982	0.0	1.4439314045470455
Which of the following best explains why the Sun appears to move across the sky every day?	6	0.0	0.6	0.0	1.084455546010509
Which of the following best explains why the Sun appears to move across the sky every day?	7	0.6	0.0	0.0	1.2
Which of the following best explains why the Sun appears to move across the sky every day?	8	0.0	-0.4	0.6	1.865944953177659
Which of the following best explains why the Sun appears to move across the sky every day?	9	0.0	1.2	0.3	1.5596191527912349
Why are different stars seen during different seasons?	0	0.725507277372204	0.3649560486314223	0.3	1.2544925221463665
Why are different stars seen during different seasons?	1	0.0	0.40192855001122074	0.0	0.6
Why are different stars seen during different seasons?	2	0.851014554744408	0.6951415716658341	0.0	0.6544925221463666
Why are different stars seen during different seasons?	3	0.0	0.2850439513685776	0.3	0.0
Why are different stars seen during different seasons?	4	0.0	-0.4	0.3	0.6
Stars are organized into patterns called constellations. One constellation is named Leo. Which statement best explains why Leo appears in different areas of the sky throughout the year?	0	2.4	1.7999999999999998	0.3	0.3
Stars are organized into patterns called constellations. One constellation is named Leo. Which statement best explains why Leo appears in different areas of the sky throughout the year?	1	1.7999999999999998	-0.4	0.6	0.6
Stars are organized into patterns called constellations. One constellation is named Leo. Which statement best explains why Leo appears in different areas of the sky throughout the year?	2	2.4	-0.4	0.3	0.3
How does the appearance of a constellation change during the night?	0	0.6	0.0	0.0	0.3
How does the appearance of a constellation change during the night?	1	0.7132217328288843	1.3389569687102625	0.0	0.6433891335855577
How does the appearance of a constellation change during the night?	2	0.0	0.3648415868687266	0.0	0.4716945667927789
How does the appearance of a constellation change during the night?	3	0.09281574336109544	0.3535921283194522	0.0	0.4716945667927789
Which event occurs on a daily cycle?	0	0.6	0.0	0.0	1.6011691669113484
Which event occurs on a daily cycle?	1	0.6	0.0	0.0	1.2047202042455742
Which event occurs on a daily cycle?	2	0.0	0.42639667674480985	0.0	1.4786908686184708
Which event occurs on a daily cycle?	3	0.0	0.2748666922394115	0.0	1.9839372492877199
Which event occurs on a daily cycle?	4	0.0	0.25152998450539843	0.0	1.9660627507122803
Which event occurs on a daily cycle?	5	0.0	0.2736033232551901	0.0	0.6
Which event occurs on a daily cycle?	6	0.0	0.0	0.0	1.5
Which event occurs on a daily cycle?	7	0.6	0.0	0.0	0.6
Which of the following statements best explains why stars appear to move across Earth's sky each night?	0	1.2	1.7999999999999998	0.3	0.8999999999999999
Which of the following statements best explains why stars appear to move across Earth's sky each night?	1	0.6	0.991088907978982	0.0	1.4439314045470455
Which of the following statements best explains why stars appear to move across Earth's sky each night?	2	0.6	1.2	0.3	1.3640746988017438
Which of the following statements best explains why stars appear to move across Earth's sky each night?	3	0.6	0.6	0.3	1.384455546010509
Which of the following statements best explains why stars appear to move across Earth's sky each night?	4	0.6	-0.4	0.6	1.025944953177659
The Sun appears to move across the sky each day, rising in the east and setting in the west. What causes this apparent motion?	0	1.7999999999999998	1.7999999999999998	0.6	0.6
The Sun appears to move across the sky each day, rising in the east and setting in the west. What causes this apparent motion?	1	1.7999999999999998	0.0	0.0	1.2
The Sun appears to move across the sky each day, rising in the east and setting in the west. What causes this apparent motion?	2	1.7999999999999998	0.0	0.0	1.2
The Sun appears to move across the sky each day, rising in the east and setting in the west. What causes this apparent motion?	3	1.2	0.0	0.0	1.8
The Sun appears to move across the sky each day, rising in the east and setting in the west. What causes this apparent motion?	4	1.2	0.0	0.0	1.8
The Sun appears to move across the sky each day, rising in the east and setting in the west. What causes this apparent motion?	5	0.6	0.991088907978982	0.0	1.4439314045470455
The Sun appears to move across the sky each day, rising in the east and setting in the west. What causes this apparent motion?	6	0.0	0.6	0.0	1.084455546010509
The Sun appears to move across the sky each day, rising in the east and setting in the west. What causes this apparent motion?	7	0.6	0.0	0.0	1.2
