Which of the following best explains why the Sun appears to move across the sky every day?	0	2.4	1.4
Which of the following best explains why the Sun appears to move across the sky every day?	1	0.6	0.0
Which of the following best explains why the Sun appears to move across the sky every day?	2	0.6	0.0
Which of the following best explains why the Sun appears to move across the sky every day?	3	0.0	0.0
Which of the following best explains why the Sun appears to move across the sky every day?	4	0.0	-0.4
Which of the following best explains why the Sun appears to move across the sky every day?	5	0.6183250733501774	0.6908788540080442
Which of the following best explains why the Sun appears to move across the sky every day?	6	0.0	0.6
Which of the following best explains why the Sun appears to move across the sky every day?	7	0.6	-0.4
Which of the following best explains why the Sun appears to move across the sky every day?	8	0.0	-0.26107177212216615
Which of the following best explains why the Sun appears to move across the sky every day?	9	0.0	1.528149397603488
Why are different stars seen during different seasons?	0	0.9434773659576704	-0.6350439513685777
Why are different stars seen during different seasons?	1	0.0	0.00192855001122072
Why are different stars seen during different seasons?	2	0.9157904207038722	0.6951415716658341
Why are different stars seen during different seasons?	3	0.0	0.2850439513685776
Why are different stars seen during different seasons?	4	0.0	-0.2
Stars are organized into patterns called constellations. One constellation is named Leo. Which statement best explains why Leo appears in different areas of the sky throughout the year?	0	2.4	1.4
Stars are organized into patterns called constellations. One constellation is named Leo. Which statement best explains why Leo appears in different areas of the sky throughout the year?	1	1.7999999999999998	-0.4
Stars are organized into patterns called constellations. One constellation is named Leo. Which statement best explains why Leo appears in different areas of the sky throughout the year?	2	2.4	0.0
How does the appearance of a constellation change during the night?	0	0.6	0.0
How does the appearance of a constellation change during the night?	1	0.7132217328288843	1.3389569687102625
How does the appearance of a constellation change during the night?	2	0.0	0.3648415868687266
How does the appearance of a constellation change during the night?	3	0.09281574336109544	0.3535921283194522
Which event occurs on a daily cycle?	0	0.6	0.0
Which event occurs on a daily cycle?	1	0.6	0.0
Which event occurs on a daily cycle?	2	0.1401928557400003	0.7
Which event occurs on a daily cycle?	3	0.0	0.2748666922394115
Which event occurs on a daily cycle?	4	0.0	0.25152998450539843
Which event occurs on a daily cycle?	5	0.0	0.2736033232551901
Which event occurs on a daily cycle?	6	0.0	-0.2174603174603175
Which event occurs on a daily cycle?	7	0.6	0.0
Which of the following statements best explains why stars appear to move across Earth's sky each night?	0	2.4	1.4
Which of the following statements best explains why stars appear to move across Earth's sky each night?	1	0.6183250733501774	0.6908788540080442
Which of the following statements best explains why stars appear to move across Earth's sky each night?	2	0.6	1.528149397603488
Which of the following statements best explains why stars appear to move across Earth's sky each night?	3	0.6	0.19999999999999996
Which of the following statements best explains why stars appear to move across Earth's sky each night?	4	0.6	-0.6713592233009709
The Sun appears to move across the sky each day, rising in the east and setting in the west. What causes this apparent motion?	0	2.4	1.4
The Sun appears to move across the sky each day, rising in the east and setting in the west. What causes this apparent motion?	1	1.7999999999999998	0.0
The Sun appears to move across the sky each day, rising in the east and setting in the west. What causes this apparent motion?	2	1.7999999999999998	0.0
The Sun appears to move across the sky each day, rising in the east and setting in the west. What causes this apparent motion?	3	1.2	-0.4
The Sun appears to move across the sky each day, rising in the east and setting in the west. What causes this apparent motion?	4	1.2	0.0
The Sun appears to move across the sky each day, rising in the east and setting in the west. What causes this apparent motion?	5	0.6	0.6908788540080442
The Sun appears to move across the sky each day, rising in the east and setting in the west. What causes this apparent motion?	6	0.0	0.19999999999999996
The Sun appears to move across the sky each day, rising in the east and setting in the west. What causes this apparent motion?	7	0.6	0.0
The Sun appears to move across the sky each day, rising in the east and setting in the west. What causes this apparent motion?	8	0.0	-0.26107177212216615
The Sun appears to move across the sky each day, rising in the east and setting in the west. What causes this apparent motion?	9	0.0	1.528149397603488
One evening as it is getting dark, Alex sits on the front porch and watches the sun slowly disappear behind the neighbor's house across the street. Which explains this observation?	0	0.7799999999999999	2.1390795049060327
One evening as it is getting dark, Alex sits on the front porch and watches the sun slowly disappear behind the neighbor's house across the street. Which explains this observation?	1	0.0	-0.39592480431872695
One evening as it is getting dark, Alex sits on the front porch and watches the sun slowly disappear behind the neighbor's house across the street. Which explains this observation?	2	0.6337664938073779	-0.1600243577905538
From Earth, the Sun appears brighter than any other star because the Sun is the	0	2.4	0.7
From Earth, the Sun appears brighter than any other star because the Sun is the	1	1.4	0.0
From Earth, the Sun appears brighter than any other star because the Sun is the	2	1.2	0.33448513161802895
Many stars can be seen in the sky at night. Which statement best explains why the Sun appears brighter than the stars seen in the night sky?	0	1.7999999999999998	2.4
